subID,CTB1,CTB2,CTB3,CTB4,CTB5,CTB6,CTB7,CTB8,CTB9,CTB10,CTB11,CTB12,CTB13,CTB14,CTB15,CTB16,CTB17,CTB18,CTB19,CTB20,CTB21,CTB22,CTB23,CTB24,SES1,SES2,P_Q1TP,P_Q2RCS,P_Q3RTP,P_Q4RCS,P_Q5CS,P_Q6RMF,P_Q7TP,P_Q8CS,P_Q9MF,P_Q10RMF,P_Q11RTP,P_Q12RCS,P_Q13RMF,P_Q14TP,P_Q15CS,P_Q16MF,P_Q17CS,P_Q18RCS,P_Q19MF,P_Q20RTP,P_Q21RCS,P_Q22RMF,P_Q23TP,P_Q24MF,P_QR25TP,P_Q26CS,P_Q27MF,P_Q28TP,P_Q29RMF,P_Q30RTP,BFI1,BFI2,BFI3,BFI4,BFI5,HP1,BFI6,BFI7,BFI8,BFI9,BFI10,HP2,BFI11,BFI12,BFI13,BFI14,BFI15,HP3,BFI16,BFI17,BFI18,BFI19,BFI20,HP4,BFI21,BFI22,BFI23,BFI24,BFI25,HP5,BFI26,BFI27,BFI28,BFI29,BFI30,HP6,BFI31,BFI32,BFI33,BFI34,BFI35,HP7,BFI36,BFI37,BFI38,BFI39,BFI40,HP8,BFI41,BFI42,BFI43,BFI44,BIS1,BIS2,BIS3,BIS4,BIS5,BIS6,BIS7,BIS8,BIS9,BIS10,BIS11,BIS12,BIS13,BIS14,BIS15,BIS16,BIS17,BIS18,BIS19,BIS20,BIS21,BIS22,BIS23,BIS24,BIS25,BIS26,BIS27,BIS28,BIS29,BIS30,Age
928,6,6,6,6,6,6,1,6,6,6,6,6,1,1,1,1,3,3,1,1,3,3,6,6,4,"$170,000-$179,999",5,3,2,2,4,4,4,4,4,2,2,4,4,4,4,2,4,2,4,2,1,4,5,4,4,5,4,4,3,2,5,4,5,2,5,3,2,4,2,2,5,2,4,1,4,4,4,2,5,3,2,4,2,1,1,2,1,3,4,1,4,1,4,4,3,3,2,5,5,4,2,5,5,2,4,4,5,2,2,5,5,5,4,2,4,2,1,1,4,4,2,2,3,3,3,3,4,2,2,2,2,3,2,2,1,2,2,3,2,3,4,3,37
929,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,2,"$200,000-$249,999",5,2,3,2,4,2,4,4,4,3,3,2,1,4,4,3,4,2,4,2,2,3,4,4,4,3,4,1,2,3,4,1,5,1,5,3,4,4,1,1,5,3,4,1,5,4,4,1,4,4,1,2,5,1,4,4,1,5,4,1,4,3,4,2,5,5,3,5,5,4,4,4,5,1,5,2,5,3,5,5,3,4,4,1,4,3,2,2,4,4,3,3,1,4,3,1,2,1,2,1,2,4,1,2,2,2,1,3,3,1,2,4,76
930,4,6,6,6,6,6,4,4,4,6,6,6,4,4,6,6,6,6,4,4,4,4,6,6,3,"$200,000-$249,999",5,2,4,3,4,2,4,4,4,2,2,2,2,4,4,4,4,3,4,2,2,2,4,4,3,4,4,2,2,2,4,2,5,1,4,1,5,5,1,4,5,1,4,1,5,4,4,1,3,4,2,1,1,1,4,4,1,5,4,1,4,2,5,3,5,5,2,5,5,4,4,5,4,1,4,2,5,5,1,5,1,4,3,2,3,4,1,2,2,4,4,3,2,3,3,1,3,1,2,1,2,3,1,2,3,1,1,2,2,1,4,4,49
931,1,1,1,1,6,6,1,1,1,6,6,6,1,1,1,1,6,6,1,1,1,1,6,6,4,"$150,000-$159,999",4,3,4,2,4,2,4,4,4,4,2,3,3,3,4,4,4,3,4,2,2,2,3,4,3,4,3,4,4,2,4,4,5,4,2,3,2,4,3,2,4,2,3,3,5,5,3,2,3,2,3,5,3,1,3,3,2,2,2,1,4,2,5,5,2,5,3,2,4,4,2,5,4,4,5,5,2,5,4,4,3,2,2,2,3,1,1,3,3,4,3,3,4,3,3,2,3,1,2,2,2,3,1,2,2,1,1,2,2,3,2,3,44
932,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,2,1,1,2,"$200,000-$249,999",4,2,2,4,3,2,3,4,4,3,2,2,2,3,4,3,4,2,4,3,2,3,4,4,3,4,3,2,2,3,4,3,5,2,5,3,1,4,2,3,5,4,3,2,5,4,5,3,4,2,3,4,5,2,2,4,2,2,5,1,4,3,5,5,5,3,3,3,4,3,3,4,4,3,4,4,5,3,1,3,4,5,3,2,2,3,1,1,2,2,2,2,3,3,2,1,2,2,2,1,2,3,2,3,2,1,2,2,3,3,4,2,28
933,3,4,6,6,6,6,1,2,5,6,6,6,1,3,3,6,3,6,1,1,3,3,6,6,5,"$180,000-$189,999",5,4,5,5,5,4,4,4,4,4,1,1,2,4,5,4,5,5,5,5,4,3,5,5,5,5,4,4,4,1,1,4,3,1,4,5,4,4,2,3,2,4,3,1,5,4,3,2,4,5,4,2,5,2,5,5,5,4,4,1,4,5,4,4,4,4,5,5,5,4,4,4,4,2,4,5,5,4,4,4,5,3,2,3,3,3,1,3,3,3,2,2,1,3,3,2,3,1,2,2,2,2,1,3,1,1,1,2,3,2,4,3,18
934,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,"$180,000-$189,999",4,2,4,2,4,2,4,4,4,2,2,2,2,4,4,4,4,3,4,2,2,2,4,4,4,4,4,4,2,2,4,1,4,1,4,4,2,4,2,4,5,4,5,1,4,2,4,3,5,4,2,2,4,2,3,4,2,4,4,2,4,2,4,2,4,4,2,4,4,4,2,4,4,2,4,2,4,4,2,4,2,4,3,2,2,3,2,2,3,3,3,3,2,3,3,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,60
935,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,"$170,000-$179,999",5,1,3,2,4,2,4,4,4,3,2,2,2,3,4,5,5,2,4,2,1,3,4,4,3,5,4,3,2,2,1,2,5,1,4,2,5,4,2,4,5,2,4,1,5,4,5,2,4,4,1,4,4,1,5,5,2,5,4,1,3,2,5,2,5,5,4,5,5,5,3,5,4,1,5,2,5,3,1,5,1,4,4,1,3,2,1,2,4,4,4,4,1,4,4,2,4,1,2,1,2,4,2,2,3,2,1,2,3,1,4,3,70
936,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,4,4,6,4,4,6,2,"$200,000-$249,999",4,2,3,2,4,1,4,4,4,2,3,4,2,3,4,4,4,4,4,1,3,2,4,4,2,4,4,4,2,2,2,2,5,1,4,1,4,5,2,4,5,2,4,2,5,4,4,1,4,5,1,3,4,1,4,4,1,5,4,1,2,1,5,3,5,5,3,5,5,5,3,5,3,2,5,3,4,4,2,5,1,3,3,2,3,3,1,1,3,3,3,3,2,3,3,2,2,1,2,1,2,3,2,2,1,2,1,2,2,2,3,3,66
937,3,4,4,4,5,6,1,4,3,4,5,6,3,3,4,4,4,6,1,1,4,5,5,4,2,"$200,000-$249,999",4,1,1,1,5,2,4,5,4,1,2,2,1,5,5,4,4,2,4,1,2,2,4,4,2,4,4,3,2,1,3,1,5,1,3,3,3,5,1,5,4,3,4,1,5,1,4,1,5,5,1,1,3,1,2,5,1,5,4,1,4,1,5,1,5,5,1,5,5,5,4,5,5,1,5,1,4,5,4,5,1,4,4,1,2,2,1,1,4,4,4,4,2,3,4,1,3,2,1,1,1,3,2,1,2,2,1,2,2,1,4,4,34
938,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,2,"$170,000-$179,999",4,1,3,1,5,2,3,4,4,2,2,1,1,5,4,3,4,1,3,1,1,2,3,3,2,4,4,3,2,1,2,1,5,4,3,1,4,4,1,1,3,1,1,1,5,5,3,1,3,3,1,4,3,1,4,4,1,1,1,1,4,2,3,3,3,5,4,5,5,1,5,3,4,1,5,5,4,1,5,3,3,1,4,1,2,2,1,1,4,3,3,4,1,4,1,1,1,1,1,1,1,3,2,1,3,1,1,2,2,3,1,2,68
939,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,2,"$150,000-$159,999",5,2,2,2,5,2,4,5,4,3,2,3,1,3,4,4,5,3,4,2,3,1,4,4,2,3,5,4,2,2,5,2,5,2,5,4,2,5,4,4,5,3,4,2,5,4,4,1,4,3,2,2,3,1,1,4,1,4,4,1,5,2,5,4,4,1,1,5,4,5,1,4,5,2,5,1,4,3,3,4,3,4,3,2,3,4,2,2,4,3,3,3,1,3,4,2,3,1,3,2,2,3,1,2,2,1,1,2,2,2,2,3,70
940,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,"$200,000-$249,999",5,1,5,4,3,2,2,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,3,3,3,2,3,3,4,4,1,5,4,4,1,4,5,1,2,1,3,2,1,5,4,4,1,4,5,1,5,4,1,5,5,1,4,3,1,3,3,4,3,3,5,4,5,4,5,3,3,5,3,4,3,3,5,4,4,1,4,3,1,1,1,1,1,3,3,3,2,1,3,3,1,4,1,1,1,1,2,1,1,1,1,2,1,3,1,3,2,68
941,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,"$160,000-$169,999",4,2,3,2,5,2,5,5,4,2,3,1,1,4,4,4,5,2,4,2,1,2,4,4,2,3,4,3,2,2,4,4,5,1,4,2,3,4,2,4,5,4,4,2,5,3,4,1,3,3,1,1,3,1,2,5,1,5,4,1,4,3,5,2,4,5,2,4,5,4,2,5,4,4,5,2,3,3,2,4,2,3,4,1,3,2,1,1,4,4,3,4,2,4,4,2,4,1,2,1,2,4,1,2,2,1,1,2,2,2,2,3,75
942,1,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,2,"$180,000-$189,999",5,1,4,4,4,2,5,5,4,2,4,2,2,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,2,3,4,1,5,4,3,1,5,5,1,1,5,2,5,1,5,5,4,1,4,5,5,5,3,1,4,5,1,4,2,1,1,1,5,2,2,5,5,5,5,2,4,5,3,1,4,5,4,5,4,5,4,2,4,2,3,4,2,2,2,3,3,2,1,2,4,1,2,1,2,2,3,3,1,4,1,2,1,2,1,1,3,3,59
943,1,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,5,"$150,000-$159,999",4,2,4,4,4,3,4,4,4,2,4,3,2,4,4,4,4,2,4,2,4,2,4,4,3,4,4,4,4,2,2,2,4,4,4,3,4,4,2,2,3,3,3,2,4,4,3,2,3,2,2,4,4,3,4,4,2,2,3,2,2,3,4,4,3,4,4,4,4,4,4,4,3,2,3,4,3,3,3,4,4,2,4,2,2,2,2,3,4,3,2,3,3,3,2,2,2,1,2,2,2,3,1,2,3,2,2,2,3,3,2,3,20
944,5,4,1,6,3,3,2,3,4,1,5,3,2,1,4,2,5,3,5,6,4,2,3,3,1,"$150,000-$159,999",4,5,3,4,5,4,3,2,1,2,3,4,5,4,5,4,3,5,4,3,2,4,5,3,4,5,4,3,2,4,2,3,4,5,4,3,2,1,2,2,3,4,5,4,2,1,3,2,1,3,4,5,4,3,2,1,1,2,3,4,5,4,3,2,3,4,5,3,4,4,3,3,2,3,2,3,4,5,3,4,4,4,4,3,2,1,2,3,4,3,2,1,2,3,4,3,1,2,3,2,4,3,2,4,1,2,2,3,4,3,2,1,28
945,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,"$150,000-$159,999",5,2,4,4,4,4,5,4,2,5,3,2,5,4,5,3,1,3,5,4,4,1,3,2,2,4,4,1,5,2,2,4,5,1,4,1,3,4,4,5,2,3,2,2,5,1,4,1,4,2,1,2,1,2,4,4,3,2,3,2,2,3,3,3,3,3,4,3,3,3,4,3,3,2,4,2,3,4,4,4,3,5,3,4,3,2,1,2,3,2,3,3,1,4,4,2,3,2,2,1,3,3,2,3,3,3,3,2,1,3,3,2,19
946,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,2,"$250,000-$299,999",5,2,4,2,4,2,5,4,5,4,2,2,3,4,4,3,4,4,4,1,3,2,5,3,2,4,3,3,1,2,4,1,5,2,2,1,4,4,4,2,5,5,2,1,4,2,1,1,3,5,4,3,5,1,5,4,3,4,3,2,1,3,4,4,5,5,5,5,3,4,4,4,1,2,4,1,5,5,2,3,2,3,2,3,3,2,2,4,3,4,3,2,1,3,1,2,4,3,2,1,3,3,1,3,1,2,2,4,4,1,4,2,56
947,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,7,"$350,000-$399,999",4,4,3,2,5,2,5,4,4,2,1,2,3,5,4,2,4,2,4,2,1,1,3,4,2,4,4,3,2,1,3,2,3,1,4,2,4,4,2,4,3,2,4,3,4,2,4,2,4,3,4,4,3,2,4,4,3,3,2,2,3,2,4,4,3,3,4,4,4,4,4,4,3,2,3,4,2,4,4,4,2,3,4,1,2,3,1,1,2,3,3,3,2,3,4,1,3,1,1,1,2,3,1,2,1,2,1,2,2,2,3,4,21
948,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,"$250,000-$299,999",4,1,4,3,4,2,4,4,4,1,2,2,2,4,4,4,4,3,4,2,2,2,4,4,3,4,4,4,1,2,3,2,5,2,4,2,2,5,1,4,4,1,4,1,5,2,4,1,4,4,1,1,4,1,2,4,1,5,4,1,2,1,5,2,4,4,2,4,5,4,3,3,4,1,5,1,2,3,1,3,1,3,4,1,3,3,1,1,3,4,4,4,1,4,4,1,4,1,2,1,2,4,1,2,1,1,1,1,2,1,1,3,45
949,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,2,"$200,000-$249,999",5,2,2,2,4,2,5,4,4,2,2,2,2,4,5,4,4,1,4,2,3,3,5,4,3,4,4,3,2,2,2,2,4,1,3,2,4,4,2,4,3,1,3,2,5,3,4,2,3,4,1,2,3,2,4,4,2,4,3,2,3,3,4,2,2,5,4,4,5,3,4,5,3,2,4,2,3,2,3,4,2,3,3,1,2,2,1,2,3,4,3,4,1,3,3,1,2,1,1,1,1,3,1,1,2,1,1,2,2,1,4,4,71
950,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,"$180,000-$189,999",5,5,4,2,5,3,5,5,4,2,2,1,1,4,5,5,5,3,5,1,2,1,4,5,4,5,5,4,2,3,5,4,5,1,5,3,3,5,1,5,5,2,5,1,5,1,5,1,5,5,1,3,5,1,3,4,1,5,5,1,4,1,5,1,5,5,2,5,5,4,5,5,4,1,5,1,4,5,1,5,1,5,4,1,2,4,1,1,3,4,4,4,1,4,4,1,2,1,2,1,1,4,1,1,1,1,1,2,2,1,3,2,64
951,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,2,"$150,000-$159,999",5,1,3,3,4,2,5,4,4,1,3,2,1,5,5,5,4,4,4,2,2,4,5,5,4,5,4,5,1,2,1,4,3,1,4,1,5,4,4,5,5,5,3,1,4,4,3,1,2,5,2,2,4,2,5,5,4,5,4,1,2,5,4,3,4,5,5,4,3,4,3,5,4,1,5,3,5,2,5,5,3,4,4,2,3,3,1,1,4,3,3,4,1,3,4,2,3,1,3,2,2,3,1,2,1,2,1,3,2,2,4,4,64
952,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,3,"$200,000-$249,999",5,2,5,4,5,2,4,4,4,2,4,2,3,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,2,3,3,4,4,3,4,4,4,4,2,4,4,3,3,4,5,3,4,4,4,2,2,4,4,3,3,4,3,4,4,2,2,4,5,3,4,4,4,4,4,4,4,4,3,3,4,5,4,4,4,4,3,2,2,3,2,3,2,3,2,3,3,3,2,3,3,2,2,2,3,3,3,3,3,3,3,2,2,2,3,2,1,1,38
953,1,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,8,"$190,000-$199,999",5,1,3,2,5,1,5,5,5,1,1,1,1,5,5,5,5,3,5,1,1,1,1,5,2,5,5,5,3,1,5,1,5,1,5,1,2,5,1,4,5,1,4,1,5,2,4,1,5,5,1,3,5,1,3,5,1,3,5,1,3,1,5,1,5,5,3,5,5,5,3,5,5,1,5,4,3,5,1,5,2,5,4,1,2,4,1,1,3,4,3,4,1,4,4,1,2,1,1,1,1,4,1,2,1,1,1,3,1,1,3,3,46
954,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,1,"$250,000-$299,999",5,2,3,3,5,1,5,5,5,1,1,2,2,5,5,5,5,3,4,1,1,1,5,5,2,4,5,4,3,1,5,2,5,1,5,3,1,5,2,5,5,4,5,2,5,2,5,3,5,5,1,2,5,2,1,4,1,5,5,2,5,1,5,1,5,5,1,5,5,5,3,3,5,2,5,1,5,3,1,5,1,5,4,1,3,4,2,3,4,3,4,4,1,4,4,2,4,1,2,1,2,4,1,2,1,2,2,2,2,1,4,3,46
955,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,"$200,000-$249,999",5,2,2,2,4,2,4,4,5,2,2,2,2,4,5,3,4,3,4,2,1,1,4,4,4,5,4,4,2,1,4,2,5,2,4,2,4,4,4,3,5,4,4,1,5,4,4,1,4,4,4,3,5,2,4,4,2,4,4,1,2,3,4,4,4,5,4,4,4,4,4,5,4,2,4,3,4,5,2,5,4,4,3,1,2,4,2,2,1,2,1,3,4,2,2,2,3,1,2,2,3,2,2,3,2,3,1,3,2,4,4,2,43
956,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,2,"$250,000-$299,999",5,1,1,1,5,1,5,5,5,1,1,1,1,5,5,5,5,1,5,1,1,1,5,5,3,4,5,4,2,1,4,1,5,1,5,1,4,5,1,5,5,1,4,1,5,1,5,1,5,5,1,1,4,1,2,4,1,5,5,1,4,1,5,1,5,5,1,5,5,5,5,5,4,1,5,1,5,5,2,5,1,5,4,1,2,3,1,1,4,4,4,4,1,4,4,1,4,1,1,1,1,4,1,2,1,1,1,1,2,1,4,4,39
957,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,"$160,000-$169,999",4,2,4,3,4,2,4,4,4,3,4,2,2,4,4,3,4,2,3,2,2,2,4,4,3,4,4,3,3,3,4,2,5,1,4,3,2,4,2,4,4,2,4,3,5,3,4,2,4,4,1,2,4,1,2,5,1,5,3,1,5,2,4,2,4,5,2,4,5,4,4,5,5,2,5,2,4,4,2,5,2,3,4,1,2,2,1,1,3,3,3,3,1,2,3,2,3,1,1,1,1,3,1,1,1,1,1,2,2,1,2,3,73
958,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,4,"$350,000-$399,999",4,3,3,4,3,4,3,2,4,4,4,2,2,2,3,3,3,4,2,3,4,3,4,4,3,3,4,4,4,4,3,4,3,4,4,4,4,3,4,2,4,2,3,2,4,4,3,2,2,2,4,4,3,2,3,3,3,2,2,2,4,3,3,5,4,4,4,5,4,3,4,4,3,2,3,4,3,2,3,4,4,4,2,2,2,2,2,2,1,3,2,2,1,3,2,2,1,1,1,2,1,2,1,2,2,1,2,3,3,1,3,2,47
959,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,4,"$200,000-$249,999",4,1,3,2,5,1,4,4,3,2,4,1,2,3,4,5,4,2,4,2,1,1,4,4,5,5,4,3,1,2,4,2,5,1,4,1,3,4,1,4,5,4,5,1,5,4,4,1,3,4,1,1,5,1,2,5,1,5,4,1,4,2,4,3,4,5,2,4,5,4,4,4,5,1,4,1,3,2,2,4,1,3,3,1,3,2,1,1,4,3,3,4,1,3,4,1,3,1,1,1,2,3,1,1,1,1,1,1,2,1,3,3,42
960,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,1,6,6,6,6,5,"$250,000-$299,999",5,4,2,4,5,1,5,5,5,2,3,3,2,5,5,3,5,4,5,1,3,1,5,5,1,4,4,4,4,1,5,2,5,2,5,3,4,5,1,5,5,2,5,1,5,2,5,1,5,5,1,5,5,2,1,5,1,4,5,1,1,1,5,1,5,5,4,5,5,4,1,5,5,1,5,2,5,4,2,5,2,2,4,2,2,3,1,3,3,3,3,3,4,4,4,1,4,2,1,2,2,3,2,2,1,1,2,2,2,4,3,4,19
961,1,1,2,1,2,2,1,2,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2,1,6,"$190,000-$199,999",5,2,5,4,5,2,5,5,4,4,2,1,2,5,5,5,5,2,4,1,2,2,4,4,2,4,4,4,2,2,4,1,5,2,4,3,5,5,2,5,4,2,5,1,5,2,4,1,5,4,1,2,5,1,4,5,1,4,5,1,4,1,5,2,5,5,2,5,5,5,4,5,4,1,5,2,4,4,2,5,1,4,3,1,3,4,1,1,4,3,4,4,1,4,3,1,3,1,1,1,2,4,2,2,1,2,1,2,1,1,4,4,30
962,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,"$200,000-$249,999",4,4,4,4,4,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,5,4,5,3,5,4,4,5,3,4,5,3,5,4,5,4,4,3,5,4,1,2,2,2,1,5,1,3,4,1,4,4,5,4,4,4,1,5,4,4,3,4,5,4,5,3,3,4,1,4,2,5,3,2,3,3,1,3,3,3,3,3,2,3,3,3,3,2,2,2,3,3,2,3,2,2,2,3,3,1,2,3,66
963,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,1,6,6,6,6,4,"$150,000-$159,999",4,2,3,3,2,2,3,3,4,1,4,4,2,3,4,4,3,1,2,3,2,2,3,3,2,2,3,2,1,3,3,4,4,2,1,1,3,4,1,4,2,1,4,1,5,3,2,1,3,1,1,4,3,1,5,3,1,2,1,1,3,2,1,3,2,5,3,2,4,5,3,4,3,2,3,1,3,3,5,3,2,1,3,1,3,2,2,1,2,2,3,2,2,3,3,2,2,1,1,1,2,2,1,3,1,1,1,1,1,1,1,2,53
964,6,6,6,6,6,6,1,6,6,6,6,6,6,6,5,6,6,6,1,1,6,6,6,6,4,"$350,000-$399,999",5,1,2,1,5,1,5,5,5,1,1,1,1,5,5,4,4,1,5,1,1,1,5,5,1,5,5,5,2,1,2,4,5,2,3,5,5,3,1,4,5,1,2,1,5,4,4,1,1,4,1,5,5,1,5,4,1,4,5,1,1,4,5,4,4,4,4,4,5,5,2,4,4,4,5,1,5,2,1,5,2,5,4,2,3,2,2,2,4,3,2,4,2,3,4,2,4,1,1,1,2,4,1,1,4,2,1,2,1,2,4,3,37
965,6,6,6,2,6,5,6,6,6,1,4,2,4,1,6,6,6,2,1,1,5,5,2,5,2,"More than $1,000,000",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,2,2,4,3,4,2,5,4,4,4,2,4,4,5,4,4,3,4,4,4,4,3,4,5,5,5,4,5,4,5,5,5,4,3,3,3,3,5,4,4,4,4,3,4,2,2,2,4,2,2,4,4,4,5,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,3,3,4,4,4,3,3,3,4,3,4,2,4,4,25
966,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,2,"$190,000-$199,999",5,3,4,2,4,2,3,4,4,3,4,3,2,5,4,4,3,4,4,2,5,3,3,4,2,2,4,3,2,4,1,2,4,1,3,1,5,5,1,4,5,1,2,1,5,1,4,1,4,5,4,2,3,1,5,5,4,5,4,1,2,1,5,1,4,5,4,5,5,5,2,5,4,1,5,2,4,5,4,5,4,4,2,2,1,3,2,1,3,4,3,4,1,3,3,1,2,1,2,2,3,3,1,2,3,1,1,1,2,1,3,3,53
967,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,2,"$400,000-$449,999",4,1,4,2,5,2,5,4,4,1,1,2,1,5,5,5,5,3,5,2,3,1,4,5,2,4,4,4,2,2,1,2,5,1,2,1,5,4,1,2,3,1,5,1,5,5,2,1,4,2,1,4,1,1,5,4,1,5,1,1,1,1,5,2,1,5,4,4,5,5,2,4,3,1,5,2,1,5,2,5,1,3,4,2,4,2,1,1,2,4,4,4,2,2,4,2,4,2,2,2,3,4,2,2,3,2,1,1,2,2,4,3,57
968,1,1,1,6,6,6,1,1,1,6,6,6,1,1,1,1,6,6,1,1,1,1,6,6,5,"$180,000-$189,999",4,2,4,3,4,3,3,3,3,4,4,2,3,2,3,3,3,2,3,3,3,3,3,2,1,2,2,2,3,4,1,2,3,4,,1,5,5,3,3,2,1,1,2,5,4,1,1,2,5,4,3,1,1,5,2,4,4,2,1,1,2,3,4,4,5,5,5,4,4,4,5,2,2,3,3,2,5,5,3,4,2,2,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,46
969,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,4,"$300,000-$349,999",5,2,3,4,4,2,4,3,4,4,2,4,4,4,3,2,4,4,4,2,4,3,4,4,2,4,4,2,4,2,4,2,4,4,4,2,4,4,4,1,4,2,4,1,5,4,2,1,3,4,4,5,5,1,4,4,1,3,4,1,3,4,4,4,5,5,4,4,2,3,2,2,3,3,3,4,4,4,2,4,3,4,2,3,1,2,2,3,2,3,2,4,1,2,2,1,3,1,3,3,3,2,1,2,1,2,2,2,2,1,4,3,46
970,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,3,"$160,000-$169,999",5,3,4,3,4,3,3,4,4,3,4,2,2,2,3,4,4,4,4,2,2,2,4,4,4,5,3,2,2,3,4,3,5,1,4,1,4,4,2,5,4,2,4,1,5,2,3,1,3,4,1,2,4,1,2,5,1,4,5,1,3,1,5,3,5,5,4,4,4,4,2,4,3,1,4,1,4,5,2,5,1,4,4,2,3,3,2,1,3,4,4,3,1,3,3,1,3,1,2,2,1,3,1,3,2,2,1,1,3,1,3,1,58
971,4,3,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,4,"$250,000-$299,999",4,2,4,3,3,3,3,4,3,4,3,4,3,3,3,3,4,4,3,3,4,3,3,3,4,3,3,3,3,3,3,2,4,1,3,1,3,4,2,5,4,3,3,1,4,3,3,1,4,5,3,1,4,1,4,4,2,4,3,1,3,1,4,2,4,5,4,5,4,5,3,3,4,2,4,3,3,2,3,4,4,3,2,1,2,3,1,2,2,3,2,2,1,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,52
972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,"$30,000 - $39,999",1,5,5,5,2,4,1,1,2,5,5,3,4,2,1,2,2,4,1,5,5,5,2,2,5,2,2,2,3,1,5,5,1,3,3,3,1,2,5,4,4,4,5,4,1,4,1,4,5,3,5,2,3,4,1,3,5,2,2,3,5,4,1,4,4,1,1,1,1,1,1,1,5,5,1,2,1,1,5,1,5,1,1,3,3,3,4,2,1,1,1,1,1,1,1,3,1,4,4,4,4,1,2,4,4,3,4,4,4,3,1,1,29
