subID,no_interior,no_variance,nlslist_converged,a,b,d
159,TRUE,FALSE,FALSE,0.945451731,0.800259793,0.978464718
160,TRUE,FALSE,TRUE,0.945451731,1.131869197,0.993360261
161,FALSE,FALSE,TRUE,0.945451731,0.825132563,0.950376944
162,FALSE,FALSE,TRUE,0.945451731,0.985861516,0.977010928
163,TRUE,FALSE,FALSE,0.945451731,0.828439729,0.967304692
164,TRUE,TRUE,FALSE,0.945451731,1.004772411,0.99919728
165,FALSE,FALSE,TRUE,0.945451731,1.017742859,1.00102327
166,FALSE,FALSE,TRUE,0.945451731,0.984569358,0.999903112
167,FALSE,FALSE,TRUE,0.945451731,1.009441338,0.999192226
168,FALSE,FALSE,TRUE,0.945451731,1.071275945,0.98111632
169,FALSE,FALSE,TRUE,0.945451731,0.928010019,0.993802276
170,FALSE,FALSE,TRUE,0.945451731,0.82904077,0.967154736
171,TRUE,TRUE,FALSE,0.945451731,1.052978491,1.011302044
172,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
173,FALSE,FALSE,TRUE,0.945451731,0.915275507,1.008444215
174,FALSE,FALSE,TRUE,0.945451731,1.018518554,0.99938668
175,TRUE,FALSE,FALSE,0.945451731,0.91147226,0.982822158
176,TRUE,TRUE,FALSE,0.945451731,1.052978491,1.011302044
177,TRUE,FALSE,TRUE,0.945451731,0.828079431,0.982053979
178,FALSE,FALSE,TRUE,0.945451731,0.89769243,0.989698133
179,FALSE,FALSE,TRUE,0.945451731,0.978881829,0.999821635
180,FALSE,FALSE,TRUE,0.945451731,0.819346152,0.994240287
181,TRUE,FALSE,TRUE,0.945451731,0.868381456,0.982916815
182,TRUE,TRUE,FALSE,0.945451731,1.004772411,0.99919728
183,FALSE,FALSE,TRUE,0.945451731,1.012011587,1.001672577
184,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
185,TRUE,TRUE,FALSE,0.945451731,1.004772411,0.99919728
186,FALSE,FALSE,TRUE,0.945451731,0.895305047,0.985938039
187,TRUE,FALSE,TRUE,0.945451731,0.62421865,0.989154745
188,FALSE,FALSE,TRUE,0.945451731,1.001671306,0.990539312
189,TRUE,FALSE,TRUE,0.945451731,0.956040908,0.997095264
190,FALSE,FALSE,TRUE,0.945451731,0.899712211,0.979844477
191,FALSE,FALSE,TRUE,0.945451731,0.959310564,0.993957578
192,TRUE,FALSE,FALSE,0.945451731,0.616981287,0.975468969
193,FALSE,FALSE,TRUE,0.945451731,0.962271366,0.989994067
194,FALSE,FALSE,TRUE,0.945451731,0.879015338,0.982849103
195,FALSE,FALSE,TRUE,0.945451731,0.896611802,0.991744928
196,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
197,FALSE,FALSE,TRUE,0.945451731,0.823634993,1.000942153
198,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
199,TRUE,TRUE,FALSE,0.945451731,0.963375375,1.005768359
200,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
201,FALSE,FALSE,FALSE,0.945451731,0.991141133,0.981436767
202,FALSE,FALSE,TRUE,0.945451731,1.014940607,0.986267879
203,TRUE,TRUE,FALSE,0.945451731,0.963375375,1.005768359
204,TRUE,TRUE,FALSE,0.945451731,1.052978491,1.011302044
205,FALSE,FALSE,TRUE,0.945451731,0.929327251,0.979373781
206,TRUE,FALSE,FALSE,0.945451731,0.942218034,0.990053187
207,FALSE,FALSE,TRUE,0.945451731,0.904451444,0.994965545
208,FALSE,FALSE,FALSE,0.945451731,0.729574905,0.939319309
209,FALSE,FALSE,TRUE,0.945451731,0.926614179,0.998220623
210,FALSE,FALSE,TRUE,0.945451731,1.178952145,0.985451196
211,FALSE,FALSE,TRUE,0.945451731,1.025759129,1.001930328
212,TRUE,TRUE,FALSE,0.945451731,1.004772411,0.99919728
213,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
214,FALSE,FALSE,TRUE,0.945451731,1.008425617,0.983363196
215,FALSE,FALSE,TRUE,0.945451731,1.123771677,0.964136743
216,FALSE,FALSE,TRUE,0.945451731,0.709033963,0.940695837
218,TRUE,FALSE,TRUE,0.945451731,1.000288342,0.99305945
219,FALSE,FALSE,TRUE,0.945451731,0.973865028,0.992942724
220,TRUE,FALSE,TRUE,0.945451731,0.942929207,0.945004896
221,TRUE,FALSE,TRUE,0.945451731,0.868381456,0.982916815
222,FALSE,FALSE,TRUE,0.945451731,0.710392639,0.955234842
223,TRUE,TRUE,FALSE,0.945451731,1.024742382,1.003849543
224,TRUE,TRUE,FALSE,0.945451731,1.004772411,0.99919728
225,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
226,TRUE,TRUE,FALSE,0.945451731,1.004772411,0.99919728
227,FALSE,FALSE,TRUE,0.945451731,0.923779264,0.99945804
228,FALSE,FALSE,TRUE,0.945451731,0.916999112,0.98314486
229,FALSE,FALSE,TRUE,0.945451731,1.008721069,0.987909208
230,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
231,FALSE,FALSE,TRUE,0.945451731,0.795911737,0.975031517
232,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
233,FALSE,FALSE,TRUE,0.945451731,1.000545708,0.988611808
234,FALSE,FALSE,TRUE,0.945451731,1.024643696,1.010380652
235,FALSE,FALSE,FALSE,0.945451731,1.041712126,0.995101461
236,TRUE,FALSE,FALSE,0.945451731,0.975377379,0.996936288
237,TRUE,TRUE,FALSE,0.945451731,1.004772411,0.99919728
238,FALSE,FALSE,TRUE,0.945451731,0.732158411,0.976099539
239,FALSE,FALSE,TRUE,0.945451731,0.818386022,0.97009583
240,TRUE,FALSE,TRUE,0.945451731,1.020644199,0.989901274
241,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
242,FALSE,FALSE,TRUE,0.945451731,0.920375581,0.981649143
243,FALSE,FALSE,TRUE,0.945451731,1.021846488,1.003753368
244,TRUE,FALSE,TRUE,0.945451731,0.996644397,0.987065314
245,FALSE,FALSE,TRUE,0.945451731,0.933016413,0.96196966
246,FALSE,FALSE,TRUE,0.945451731,0.94189353,0.983700527
247,FALSE,FALSE,TRUE,0.945451731,0.870897092,0.971825216
248,TRUE,FALSE,TRUE,0.945451731,0.822261709,0.968818662
249,FALSE,FALSE,TRUE,0.945451731,0.670642305,0.962323651
250,TRUE,FALSE,TRUE,0.945451731,0.881412625,0.988624342
251,FALSE,FALSE,TRUE,0.945451731,0.978067382,0.988394969
252,FALSE,FALSE,TRUE,0.945451731,0.972318336,0.988996345
253,FALSE,FALSE,FALSE,0.945451731,0.829192613,0.963944839
254,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
255,TRUE,TRUE,FALSE,0.945451731,0.982159157,1.002692102
256,FALSE,FALSE,TRUE,0.945451731,1.013567985,0.990658202
257,TRUE,TRUE,FALSE,0.945451731,1.004772411,0.99919728
258,FALSE,FALSE,FALSE,0.945451731,0.71115216,0.938745746
259,FALSE,FALSE,TRUE,0.945451731,0.731708633,0.94275383
260,FALSE,FALSE,TRUE,0.945451731,0.733245064,0.941609227
261,FALSE,FALSE,TRUE,0.945451731,0.901057008,0.99511206
262,TRUE,FALSE,TRUE,0.945451731,1.039589101,0.986511622
263,FALSE,FALSE,FALSE,0.945451731,1.04017051,0.994051386
264,TRUE,TRUE,FALSE,0.945451731,1.004772411,0.99919728
265,FALSE,FALSE,FALSE,0.945451731,0.990472928,0.993941563
266,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
268,FALSE,FALSE,TRUE,0.945451731,1.01299763,0.998113162
269,FALSE,FALSE,TRUE,0.945451731,0.994130286,0.997825632
271,FALSE,FALSE,TRUE,0.945451731,0.931525732,0.995309495
272,FALSE,FALSE,FALSE,0.945451731,0.985109117,1.010324658
273,FALSE,FALSE,TRUE,0.945451731,0.944385684,0.984223958
274,TRUE,TRUE,FALSE,0.945451731,1.004772411,0.99919728
275,FALSE,FALSE,TRUE,0.945451731,0.893584145,0.998915273
276,FALSE,FALSE,TRUE,0.945451731,0.879785286,0.9794375
277,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
278,TRUE,TRUE,FALSE,0.945451731,1.004772411,0.99919728
279,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
280,TRUE,TRUE,FALSE,0.945451731,1.046094286,1.004383743
281,FALSE,FALSE,TRUE,0.945451731,0.728616508,0.997789908
282,FALSE,FALSE,TRUE,0.945451731,1.022871155,0.99132462
283,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
284,TRUE,FALSE,TRUE,0.945451731,0.812557795,0.985634585
285,FALSE,FALSE,TRUE,0.945451731,0.733540439,0.94163899
286,TRUE,TRUE,FALSE,0.945451731,1.024742382,1.003849543
287,FALSE,FALSE,FALSE,0.945451731,0.71057309,0.938728336
288,TRUE,FALSE,FALSE,0.945451731,1.007255162,0.992001459
289,TRUE,TRUE,FALSE,0.945451731,1.052978491,1.011302044
290,TRUE,TRUE,FALSE,0.945451731,1.052978491,1.011302044
291,FALSE,FALSE,TRUE,0.945451731,0.811029766,0.967560669
292,FALSE,FALSE,TRUE,0.945451731,1.017983041,1.003863237
293,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
294,FALSE,FALSE,TRUE,0.945451731,0.961277658,0.981624237
295,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
296,FALSE,FALSE,TRUE,0.945451731,0.757246604,0.940378088
297,FALSE,FALSE,TRUE,0.945451731,0.916209331,0.99386544
298,FALSE,FALSE,TRUE,0.945451731,0.985685106,0.996952935
299,TRUE,FALSE,FALSE,0.945451731,0.964340915,0.992379807
300,TRUE,TRUE,FALSE,0.945451731,1.004772411,0.99919728
301,TRUE,FALSE,TRUE,0.945451731,0.848642096,0.995569427
302,TRUE,TRUE,FALSE,0.945451731,1.052978491,1.011302044
303,FALSE,FALSE,TRUE,0.945451731,0.955989906,0.995475683
304,TRUE,FALSE,FALSE,0.945451731,1.085812988,0.960033921
305,TRUE,FALSE,FALSE,0.945451731,0.942218034,0.990053187
306,FALSE,FALSE,TRUE,0.945451731,0.707485378,0.94199325
307,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
308,FALSE,FALSE,TRUE,0.945451731,0.914731595,0.980802022
309,FALSE,FALSE,TRUE,0.945451731,0.709048383,0.940697137
310,TRUE,TRUE,FALSE,0.945451731,1.004772411,0.99919728
311,FALSE,FALSE,FALSE,0.945451731,0.722114603,0.943633132
312,TRUE,TRUE,FALSE,0.945451731,1.058108625,1.008028663
313,FALSE,FALSE,FALSE,0.945451731,1.072214682,0.961473354
314,FALSE,FALSE,TRUE,0.945451731,0.993047714,0.987653343
315,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
316,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
317,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
318,TRUE,TRUE,FALSE,0.945451731,1.052978491,1.011302044
319,TRUE,TRUE,FALSE,0.945451731,1.004772411,0.99919728
320,TRUE,FALSE,FALSE,0.945451731,0.776088969,0.965447649
321,FALSE,FALSE,TRUE,0.945451731,0.91702349,0.983149031
322,FALSE,FALSE,TRUE,0.945451731,0.988041578,0.986818344
323,FALSE,FALSE,TRUE,0.945451731,0.841807402,0.983786624
324,FALSE,FALSE,TRUE,0.945451731,1.004451816,0.989934208
325,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
326,TRUE,FALSE,TRUE,0.945451731,0.896436898,0.98571968
327,TRUE,FALSE,FALSE,0.945451731,1.114462785,0.996038897
328,FALSE,FALSE,TRUE,0.945451731,0.930211453,0.985896258
329,FALSE,FALSE,TRUE,0.945451731,0.948549577,0.998108782
330,TRUE,TRUE,FALSE,0.945451731,1.052978491,1.011302044
331,FALSE,FALSE,FALSE,0.945451731,0.997517744,0.999776384
332,TRUE,FALSE,FALSE,0.945451731,1.031357883,0.995301886
333,FALSE,FALSE,TRUE,0.945451731,0.915387291,0.996526593
334,TRUE,TRUE,FALSE,0.945451731,1.004772411,0.99919728
335,FALSE,FALSE,TRUE,0.945451731,0.935709732,0.97734854
336,TRUE,FALSE,TRUE,0.945451731,0.946403408,0.984127354
337,FALSE,FALSE,TRUE,0.945451731,1.024625262,0.985358469
338,FALSE,FALSE,TRUE,0.945451731,0.96144377,0.994497166
339,TRUE,FALSE,TRUE,0.945451731,0.98503065,0.991594081
340,FALSE,FALSE,TRUE,0.945451731,0.995314772,0.991635741
341,FALSE,FALSE,TRUE,0.945451731,1.040058062,0.967185187
342,TRUE,TRUE,FALSE,0.945451731,1.052978491,1.011302044
343,FALSE,FALSE,TRUE,0.945451731,0.954936027,0.981525955
344,TRUE,TRUE,FALSE,0.945451731,1.052978491,1.011302044
345,FALSE,FALSE,TRUE,0.945451731,1.010769188,0.996951305
346,TRUE,TRUE,FALSE,0.945451731,1.030727516,0.999538758
347,TRUE,TRUE,FALSE,0.945451731,1.052978491,1.011302044
348,TRUE,FALSE,TRUE,0.945451731,0.857953605,0.996851315
349,FALSE,FALSE,TRUE,0.945451731,0.918327494,0.981249306
350,FALSE,FALSE,TRUE,0.945451731,0.912638925,0.990023566
351,TRUE,FALSE,FALSE,0.945451731,0.919803391,1.000034093
352,TRUE,TRUE,FALSE,0.945451731,1.004772411,0.99919728
353,FALSE,FALSE,TRUE,0.945451731,0.891757728,0.9827167
354,FALSE,FALSE,TRUE,0.945451731,0.995497161,0.999283203
355,FALSE,FALSE,FALSE,0.945451731,1.130017028,0.962761981
356,TRUE,TRUE,FALSE,0.945451731,1.004772411,0.99919728
357,TRUE,FALSE,FALSE,0.945451731,1.087524379,1.000702141
358,FALSE,FALSE,FALSE,0.945451731,0.710634266,0.938632002
359,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
360,TRUE,TRUE,FALSE,0.945451731,1.004772411,0.99919728
362,FALSE,FALSE,TRUE,0.945451731,0.977457546,0.984303837
363,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
364,FALSE,FALSE,TRUE,0.945451731,1.027625048,1.004279762
365,TRUE,TRUE,FALSE,0.945451731,1.004772411,0.99919728
366,FALSE,FALSE,TRUE,0.945451731,0.865651942,0.980402222
367,FALSE,FALSE,FALSE,0.945451731,0.935335225,0.983445389
368,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
369,TRUE,TRUE,FALSE,0.945451731,1.004772411,0.99919728
370,TRUE,TRUE,FALSE,0.945451731,1.052978491,1.011302044
371,FALSE,FALSE,TRUE,0.945451731,1.010686856,0.983403141
372,FALSE,FALSE,FALSE,0.945451731,0.952598581,0.997353437
373,FALSE,FALSE,FALSE,0.945451731,0.98833731,1.007325845
374,FALSE,FALSE,TRUE,0.945451731,0.870118649,0.987809034
375,TRUE,FALSE,FALSE,0.945451731,0.942218034,0.990053187
376,FALSE,FALSE,TRUE,0.945451731,0.982072735,0.997412002
377,FALSE,FALSE,TRUE,0.945451731,0.710644425,0.939546796
378,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
379,FALSE,FALSE,TRUE,0.945451731,0.884600169,0.991353315
380,FALSE,FALSE,TRUE,0.945451731,0.757394157,0.940388265
381,TRUE,TRUE,FALSE,0.945451731,1.067926684,1.004968486
382,FALSE,FALSE,TRUE,0.945451731,1.073758468,0.989433633
383,TRUE,FALSE,TRUE,0.945451731,0.947102943,0.977668071
384,TRUE,FALSE,TRUE,0.945451731,1.070680201,1.004279818
385,TRUE,FALSE,TRUE,0.945451731,1.132069933,0.993330187
386,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
387,TRUE,TRUE,FALSE,0.945451731,1.052978491,1.011302044
388,TRUE,FALSE,TRUE,0.945451731,0.972125429,1.004184032
389,FALSE,FALSE,FALSE,0.945451731,0.859904314,0.982656692
390,FALSE,FALSE,TRUE,0.945451731,0.928010789,0.997325529
391,FALSE,FALSE,TRUE,0.945451731,0.751877193,0.940899673
392,FALSE,FALSE,TRUE,0.945451731,0.914364777,0.998779249
393,FALSE,FALSE,TRUE,0.945451731,0.787080466,0.995569658
394,TRUE,FALSE,FALSE,0.945451731,1.007255162,0.992001459
396,FALSE,FALSE,TRUE,0.945451731,0.978435939,0.999490983
397,FALSE,FALSE,TRUE,0.945451731,0.700386264,0.94633521
398,TRUE,TRUE,FALSE,0.945451731,0.710622292,0.938631565
399,TRUE,TRUE,FALSE,0.945451731,1.004772411,0.99919728
400,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
401,FALSE,FALSE,TRUE,0.945451731,0.91702349,0.983149031
402,FALSE,FALSE,TRUE,0.945451731,1.011966062,0.999328328
403,TRUE,FALSE,TRUE,0.945451731,0.910415638,0.985356902
404,FALSE,FALSE,TRUE,0.945451731,0.817338209,0.964734157
405,TRUE,TRUE,FALSE,0.945451731,1.016259136,1.001863131
406,TRUE,TRUE,FALSE,0.945451731,1.004772411,0.99919728
407,TRUE,TRUE,FALSE,0.945451731,0.710622189,0.938631533
408,FALSE,FALSE,TRUE,0.945451731,0.987295692,0.995017366
409,FALSE,FALSE,TRUE,0.945451731,0.995973638,0.982186596
